emotion,text
surprise,@hudaaaa eeeeeeeeeeeeee i jealous sia i didnt get to seee
neutral,@GeoffComma no fair
worry,@rsuenaga im not at litle oven tonight
surprise,arrrgh. i'm bored. so bored. there's nothing to do except slouch at the computer all day long.
worry,wow i'm really reallly ill
neutral,"Nina was on my lap, but just decided to jump off"
neutral,"the swine flu is in robina, gold coast"
sadness,I'm going to miss Miss Suhana
empty,Unstable broadband and electricity taking toll on my mental stability.
sadness,Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio
worry,mary hates me again  i wana walmart it butno one wants to go
worry,is feeling really sick
surprise,"@mandy2610 and @esko yea, just confirmed that this game indeed is already patched...  LOL guess you'll have to help me tomorrow ;)"
love,@MaritessDeLeon aww tessy wanna hug?
neutral,Def wants to cuddle it out maybe play but has no one to do it with the bc is far away
worry,My face an my arms. Tragic. Seriously.
boredom,Feeling nauseous and can't sleep.
love,just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED
worry,@andyclemmensen you didnt send me the text
hate,@MissMadalena err i think they're like 15 bucks a ticket cause its 3D too. too expensive
worry,Damnit. I have run out of candy coated books.
hate,Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o'clock
neutral,Gotta go back out there.
neutral,I don't remember what i text to twitter to get a list of commands  halp
love,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough
fun,is it unny today or not? taking too long to decide haha. i wna get a tan
surprise,Gonna go watch Shorty Street &amp; then prison break marathon then bed maybe. Nobodies texting me!
neutral,@gettothefalcon i miss that too
worry,tummy hurts
sadness,I should go get a life. Sam just texted me 'Phuture tonight?'  http://sgBEAT.com/pic/81/
hate,Just watched The Goode Family premiere online... And I think this may be the last episode I watch. It's pretty amazingly mediocre  pass.
neutral,I cant watch anythgin till tonight
sadness,sad that will have to leave my beautiful apartment
surprise,"gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   &lt;3"
neutral,"@workhomexpert Nope, re-reading it all over again.     No offense meant"
surprise,wow i have no friends on twitter
sadness,@greco31 I've been trying not to think about that!
neutral,Jay Leno has one more show left as the host of The Tonight Show
worry,sitting in school  sucks to be me!
hate,and this stupid wireless wont work downstairs
hate,"Change my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~"
neutral,@TLuke08  sometimes going and doing other stuff cures that
worry,Ew I have creepy followers
love,@Snuva Mmmmmm I love curry. Don't have an Oregan though.
worry,Insomniaaaaaaa..... all night trying to get a sleep... no luck... and now have to work
neutral,..i graduate today
sadness,Waiting on the bus! I miss my car
sadness,"says I'm still dreaming about that Nikon D60..erRr!  *ate, kuya **PLEASE** lang* huhuh http://plurk.com/p/wxrx5"
neutral,@504chucky whats with u hating on becky soo much? ur bio says ur nice....guess not
worry,@Muhammad_Adel they didn't reply yet.. wait till they confirm.. in case somebody might have translated it already..
sadness,It is kind of lonely when nobody will answer their phone.
sadness,Rest In Peace  ADaM 12 &amp; GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya
worry,It was my baby bros last time singing in front of his school  im so so proud of him !!! but when did i get old  im only 22!
relief,@delta_goodrem should updatd her twitter
worry,http://twitpic.com/664oz - this is what happens when i have no models
worry,"can't find Skins on the stacks, @milosundae  90210/The Hills? wdyt?"
empty,@wettingfeld  guess I have to get dressed and be pretty then
empty,@makavellirayne nah the lights killed the mood now you got to get out my bed
hate,Have to go to work  typical sunshine and deep sleep; stupid friday.
neutral,@Salamandroid its not just you - its properly dragged this week
worry,I still miss him... And i dont think he's coming back
neutral,looks can be deceiving
sadness,"is having the worst week, things really do happen in threes"
empty,@meeksdigital haven't worked there for a long time but kinda miss it! I miss anna  seen her? i'll prob be in SLO most of the summer! you?
worry,My tummy still hurts  another cubs game tom...goood night.
sadness,@katrinalmoreno and im an idiot for missing their last show
love,wth is happening with my neck. this is definitely not stiff neck :|
love,Looking at old pictures... I love it &amp; miss the good ol days
neutral,Week-end is over and now it's time to get back to work
worry,@TreverKeith come back to Perth     I missed the show here!
surprise,@Katarinea Oh wow  ouch...
neutral,"Summer is about to end.  For some, it's just about to start. Hahah."
worry,My baby was so drunk I brought her home for an hour to pass out then carried her to the car
worry,@JonConnelly You can vote every 20 mins I'm on page 2   http://twurl.nl/hxux3o
worry,I can't find my ipod
neutral,"@toddh3284 T, im sooooo bored right now"
surprise,@ruthchu wat the! you were in riverside??
neutral,@CHARITY_GANT popularity contest and they think twitter will help.... and it's become trendy
neutral,madd bored
worry,"@allysonalfonso yeahh, yeah its the hifi lol. grr dads being a pain, he said if i dont find anyone to go with i cant go :@"
neutral,My wife can't get on the guest list for tomorrows show because it doesn't exist. LAME. I guess no wife at the show.
fun,"I just watched 7 pounds, maaaannnnnnnnn!"
sadness,@chuybe. you left me first .. and left your bed here for me to look at
worry,finally off to bed almost everything is packed gotta be up in about 6 hours to get ready for a double shift of work
worry,My throat hurts and I can't sleep.
worry,i pulled a muscle in my neck this morning just feels like its getting more sore
love,Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.
sadness,"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!"
neutral,@jesssicababesss @IvanaE @RachelLock22 DECEMBER... thats like a year away...
worry,@yahyan where did you go babe?
sadness,Sadly I am bprohibiting myself from tweeting tonight. Sorry
hate,@anant24121986 it is so unfair that all the good rock shows happen only in B'lore and Pune
worry,its raining  now my hair will gett all gay
worry,@JERI7YN aww you're going back to east coast again?i haven't even seeen you!
relief,"missed all the awesome weather, because she was in a movie!"
neutral,Ugh cant sleep on  this bus.  still have like 5 hours
worry,Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth
sadness,"@kesoleil Oh man, Did Yogg today. Worse than last week."
neutral,Alcohol does not promote weight loss.
boredom,Friday tubes at work are slow..
hate,almost everyone can suck my clit right about now. ive had it up to here with people fucking me over !
worry,@nassrenj I miss u guys too  I prob won't b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!
worry,Been up since 5am with my poorly sick baby girl
neutral,is up too early
fun,so much fun at the beach today!  and delicious dinner at @kimbononowowo's house!! i friggin love Mark and Josh!! I'm gonna miss them!!
neutral,3am i still cant sleep
relief,just got back from school.  SHEMMS!! Summer class has been officially ended.  http://plurk.com/p/wxsgy
worry,worried about Mr. Socks tonight.
hate,says BAD TRIP! (angry)  http://plurk.com/p/wxshi
worry,@JAYOJAY I'm straining to hear but it's very hard from all the way over here.
sadness,@anant25121986 it is so unfair that all the good rock shows happen only in B'lore and Pune
worry,"The birds are out,, oh man... That's NOT cool &amp;&amp; I didn't sleep yet for the night!!!"
worry,Worried about the reply after sending THE SMS to 78277.
surprise,@sydthekid why are you sad?!
worry,@yahyan where'd you go!
neutral,Going to a wake of a dear friend Marlito Sy tonight in Novaliches
worry,Oh good God crampsss...
worry,Again working on the internet shop ... don't think we will achieve the goal of uploading by the previously set time   Will keep going
happiness,I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...
worry,"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1"
sadness,cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*
love,@cheri two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.
worry,Ok hubby really isnt going to be logging off anytime soon  what to do what to do?
happiness,hahaha yeah i see that. but he can't twitter me back
sadness,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked"
relief,off to my Psychology class.
sadness,Wookei why did you never accept my psn friend request
worry,Can't get the sound to work while on DVD. I was going to watch Mary Poppins.
sadness,@davidaKaplan As do I  Leopold says hello.
sadness,because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.
sadness,"cant talk very well, just remembering about something once said to me...  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr"
worry,what am i gonna do when my iphone is full!
sadness,@tiataquito you stop it
happiness,Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.
sadness,just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow
worry,I honestly feel like I'm not healing or getting any better. This is not good
relief,#thingsmummysaid You need to learn to wash dishes and do laundry because I won't always be here to do them for you. She was right
neutral,i sooooooooo dont want to go to work today to nice outside.
hate,omg!!! mcdonalds combo and wendys sundae = puke material
hate,I really need to sort out a bird table and some feeders - the robins and blue tits are being bullied
love,@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...
worry,Gotta a lot of work knocked out on the project but there's one feature that just refuses to work right. Can't release next version until
